10000 200000
4606 1190 2
4606 1201 6
4606 1791 10
4606 2761 1
4606 4067 4
4606 4791 2
4606 5066 1
4606 5211 4
4606 5745 2
4606 6195 10
4606 6250 4
4606 6455 8
4606 6493 6
4606 6521 9
4606 7030 5
4606 7335 5
4606 7414 1
4606 9167 4
4607 139 7
4607 462 5
4607 623 7
4607 2972 8
4607 3102 7
4607 4146 6
4607 4875 8
4607 5868 4
4607 6810 7
4607 7241 2
4607 7275 3
4607 8280 4
4607 8365 6
4607 8693 8
4607 8728 9
4607 9010 2
4607 9047 3
4607 9146 9
4607 9744 4
4608 1370 6
4608 1452 10
4608 1480 6
4608 1843 6
4608 1974 1
4608 3488 7
4608 4000 3
4608 4502 5
4608 4622 9
4608 4875 8
4608 4909 10
4608 5992 9
4608 6347 1
4608 6438 10
4608 6684 10
4608 7093 4
4608 8291 6
4609 275 9
4609 688 7
4609 816 8
4609 1563 7
4609 1616 10
4609 1620 1
4609 3296 8
4609 3942 6
4609 4252 7
4609 4823 8
4609 4847 3
4609 6897 8
4609 7729 8
4609 7943 3
4609 9068 9
4609 9233 6
4610 365 7
4610 922 10
4610 1553 3
4610 1709 7
4610 2175 1
4610 3297 10
4610 3927 1
4610 4045 2
4610 4046 7
4610 4326 5
4610 4358 9
4610 4652 8
4610 4800 1
4610 5134 2
4610 5623 10
4610 7811 2
4610 7879 3
4610 8005 4
4610 8353 6
4610 8452 2
4610 8452 6
4610 8759 3
4610 9246 10
4610 9495 5
4610 9507 6
4611 411 10
4611 838 7
4611 2880 7
4611 5620 4
4611 5992 10
4611 6677 1
4611 6780 4
4611 7675 3
4611 7949 2
4611 8293 6
4611 8697 9
4611 9476 3
4611 9563 2
4611 9700 1
4612 345 4
4612 462 8
4612 981 2
4612 1210 6
4612 1372 8
4612 1676 2
4612 1681 10
4612 2277 9
4612 2754 8
4612 2958 8
4612 3358 7
4612 4281 10
4612 5205 5
4612 5491 10
4612 6188 7
4612 6376 6
4612 6664 8
4612 7190 7
4612 7210 2
4612 7214 4
4612 8013 7
4612 8259 1
4612 8793 5
4612 9141 6
4612 9240 8
4612 9553 1
4612 9794 6
4613 103 4
4613 219 10
4613 492 6
4613 1674 3
4613 3820 3
4613 3987 2
4613 4034 6
4613 4107 1
4613 5706 10
4613 5779 9
4613 5839 2
4613 6138 5
4613 6279 9
4613 6511 1
4613 6593 6
4613 6629 8
4613 7625 8
4613 8464 6
4613 9334 7
4613 9491 9
4613 9621 1
4613 9925 2
4614 43 1
4614 825 3
4614 963 3
4614 1645 10
4614 1739 9
4614 1802 4
4614 1892 5
4614 2308 3
4614 2315 5
4614 2899 9
4614 2938 3
4614 3473 3
4614 3598 9
4614 4065 6
4614 4649 1
4614 5469 1
4614 5626 2
4614 5884 10
4614 6197 2
4614 6311 3
4614 6565 4
4614 6618 6
4614 7009 6
4614 7856 7
4614 8187 9
4614 8436 4
4614 8948 5
4614 9103 9
4614 9405 5
4615 386 2
4615 685 6
4615 789 2
4615 968 2
4615 1497 3
4615 1741 10
4615 2259 3
4615 2432 1
4615 3436 6
4615 5318 7
4615 6898 9
4615 7050 9
4615 7315 2
4615 7768 6
4615 7794 7
4615 7889 1
4615 8026 7
4615 8960 4
4615 9084 6
4615 9279 10
4616 941 5
4616 1631 7
4616 2247 8
4616 3887 9
4616 4604 4
4616 6104 9
4616 6956 7
4616 7401 3
4616 7494 4
4616 7664 1
4616 8095 5
4616 8129 9
4616 8803 2
4616 8963 1
4616 9171 10
4616 9194 9
4616 9330 9
4616 9351 7
4616 9352 5
4616 9650 5
4617 120 7
4617 178 4
4617 842 10
4617 1765 7
4617 1833 9
4617 1909 6
4617 2431 4
4617 3309 5
4617 3365 3
4617 5505 2
4617 6349 4
4617 6878 5
4617 9204 4
4617 9379 9
4617 9431 5
4618 119 7
4618 499 9
4618 558 6
4618 711 8
4618 1115 7
4618 1284 2
4618 1932 2
4618 3193 10
4618 3290 2
4618 4149 4
4618 4477 7
4618 5209 10
4618 5691 2
4618 5694 4
4618 6136 1
4618 7643 5
4618 7960 7
4618 8551 7
4618 8832 9
4619 905 5
4619 1137 7
4619 1498 7
4619 1938 4
4619 1939 8
4619 2909 6
4619 2912 4
4619 3659 7
4619 3838 1
4619 3931 1
4619 4309 8
4619 4800 9
4619 5355 1
4619 5406 1
4619 5943 1
4619 6313 4
4619 6660 9
4619 7817 10
4619 8211 8
4619 8696 9
4619 8901 6
4619 9005 2
4619 9452 6
4620 1129 3
4620 1301 3
4620 1416 5
4620 1541 6
4620 2480 10
4620 3030 3
4620 4281 1
4620 4476 4
4620 4731 7
4620 4889 3
4620 5014 2
4620 5207 8
4620 6277 9
4620 6510 3
4620 6687 8
4620 6962 1
4620 6980 5
4620 7707 7
4620 8044 3
4620 8966 4
4620 9628 3
4621 431 9
4621 447 7
4621 726 1
4621 818 9
4621 842 7
4621 1342 10
4621 1557 2
4621 1670 3
4621 1923 9
4621 3684 7
4621 3833 3
4621 4409 9
4621 5168 4
4621 5916 8
4621 6045 7
4621 6846 6
4621 7429 1
4621 7925 3
4621 8701 5
4621 9666 2
4622 713 10
4622 882 9
4622 1861 6
4622 2009 4
4622 2093 3
4622 2164 5
4622 3603 9
4622 4034 4
4622 4228 8
4622 4804 8
4622 4915 8
4622 5174 8
4622 6335 2
4622 6347 5
4622 6363 2
4622 6448 1
4622 6700 1
4622 7035 8
4622 7452 5
4622 7472 10
4622 7602 8
4622 8908 3
4622 9231 10
4622 9670 9
4623 652 7
4623 804 1
4623 3681 10
4623 3768 9
4623 3995 9
4623 4028 4
4623 4532 2
4623 4956 3
4623 7574 3
4623 7632 3
4623 8525 1
4623 9398 3
4623 9512 1
4624 1392 7
4624 2134 9
4624 2845 3
4624 2947 10
4624 3254 4
4624 3464 5
4624 3590 1
4624 3961 5
4624 4277 5
4624 5088 5
4624 5121 1
4624 6132 3
4624 6766 8
4624 7141 2
4624 7995 8
4624 9390 10
4624 9401 4
4624 9505 3
4625 38 2
4625 176 9
4625 784 3
4625 977 9
4625 1052 3
4625 1901 7
4625 2031 4
4625 2754 3
4625 3294 2
4625 4001 1
4625 4546 3
4625 4715 10
4625 4834 1
4625 5278 5
4625 5442 6
4625 5480 10
4625 6189 4
4625 7145 9
4625 7201 4
4625 7212 8
4625 8325 6
4625 8945 1
4625 9201 5
4625 9340 7
4625 9550 8
4626 144 9
4626 303 4
4626 771 6
4626 1603 1
4626 3544 9
4626 3627 7
4626 4692 5
4626 5038 3
4626 5080 8
4626 5759 1
4626 6013 2
4626 6042 6
4626 6133 6
4626 7417 5
4626 7808 9
4626 8010 1
4626 9179 3
4627 221 8
4627 528 4
4627 1319 5
4627 2266 7
4627 2284 9
4627 3185 4
4627 4216 8
4627 4274 8
4627 4778 5
4627 5097 8
4627 5456 6
4627 6162 7
4627 6434 6
4627 6774 4
4627 7074 6
4627 7180 5
4627 8000 3
4627 8157 8
4627 8482 9
4627 8741 7
4627 9330 9
4627 9476 1
4628 633 7
4628 1483 10
4628 2167 3
4628 3214 8
4628 4167 7
4628 4416 8
4628 4427 3
4628 4447 7
4628 4478 1
4628 4588 9
4628 5955 9
4628 6657 8
4628 7722 3
4628 8255 2
4628 8334 7
4628 9919 4
4629 469 8
4629 926 7
4629 963 3
4629 1592 3
4629 1898 10
4629 3203 9
4629 3244 8
4629 3304 1
4629 5306 5
4629 5400 6
4629 6632 8
4629 6821 5
4629 6839 10
4629 7338 5
4629 7479 6
4629 8335 3
4629 9642 5
4630 901 10
4630 970 7
4630 1405 10
4630 1468 6
4630 2040 3
4630 2175 9
4630 4088 9
4630 4292 4
4630 4603 5
4630 4622 6
4630 4920 9
4630 5243 2
4630 5428 7
4630 5876 8
4630 6606 2
4630 6882 1
4630 6925 10
4630 7957 5
4630 8496 6
4630 9514 9
4631 222 8
4631 890 5
4631 1309 2
4631 1782 5
4631 1865 4
4631 2008 2
4631 2092 2
4631 2689 8
4631 2991 4
4631 3264 5
4631 3410 8
4631 3716 1
4631 4624 6
4631 5055 6
4631 6377 4
4631 7424 10
4631 7787 8
4631 7842 9
4631 8111 1
4632 28 6
4632 726 6
4632 935 1
4632 1168 1
4632 2506 8
4632 2641 3
4632 3055 6
4632 3783 2
4632 4856 7
4632 5406 10
4632 7184 2
4632 7268 7
4632 7896 4
4632 7994 4
4632 8883 10
4632 8893 4
4632 9531 1
4632 9562 2
4632 9772 5
4632 9809 1
4633 699 1
4633 853 3
4633 1057 4
4633 1381 1
4633 2750 7
4633 3634 1
4633 3821 7
4633 5126 7
4633 5746 10
4633 5846 7
4633 5903 7
4633 6443 5
4633 7182 9
4633 7713 10
4633 7905 10
4633 7944 2
4633 9283 9
4633 9652 3
4634 424 3
4634 649 1
4634 2314 8
4634 3053 6
4634 3094 8
4634 3102 4
4634 3728 10
4634 4883 6
4634 5810 10
4634 6187 4
4634 6595 7
4634 7879 6
4634 7924 6
4634 8670 4
4634 9077 6
4634 9590 7
4634 9953 1
4635 105 2
4635 202 1
4635 304 10
4635 1816 9
4635 2270 5
4635 2308 1
4635 2381 2
4635 2875 10
4635 3130 7
4635 3294 3
4635 3405 3
4635 3502 5
4635 4947 3
4635 5443 7
4635 5472 9
4635 5639 2
4635 5876 10
4635 7302 5
4635 7450 4
4635 7716 3
4635 9763 7
4636 615 5
4636 1292 10
4636 2328 4
4636 2364 7
4636 2699 3
4636 3158 10
4636 3543 2
4636 3591 10
4636 4237 4
4636 4371 9
4636 4658 9
4636 4757 2
4636 5849 2
4636 6000 1
4636 6136 4
4636 6209 10
4636 6241 1
4636 6528 5
4636 6640 8
4636 6866 5
4636 8075 2
4636 8090 8
4636 8505 2
4636 8893 7
4636 9455 1
4636 9511 5
4637 120 5
4637 554 4
4637 821 5
4637 1385 3
4637 1904 10
4637 2908 3
4637 3951 9
4637 5119 5
4637 5340 3
4637 5714 3
4637 5883 2
4637 5997 8
4637 6670 8
4637 7261 4
4637 7497 4
4637 7577 6
4637 8392 6
4637 8857 6
4637 9236 7
4637 9349 9
4638 953 1
4638 957 2
4638 1493 3
4638 1853 9
4638 2396 3
4638 3055 8
4638 3371 3
4638 3446 4
4638 4339 10
4638 4625 5
4638 5886 1
4638 6163 5
4638 6182 10
4638 6391 10
4638 6786 9
4638 6895 2
4638 7065 4
4638 7083 1
4638 8710 4
4638 8971 4
4638 9336 5
4638 9626 7
4639 179 8
4639 273 3
4639 419 4
4639 960 2
4639 1678 2
4639 1921 6
4639 2196 5
4639 2453 5
4639 3007 9
4639 3752 10
4639 4299 10
4639 4469 8
4639 5516 7
4639 6188 4
4639 7453 7
4639 7656 2
4639 7725 1
4639 7850 7
4639 7995 7
4639 8186 5
4639 8699 6
4639 8825 8
4639 8853 9
4639 9102 1
4640 545 9
4640 880 8
4640 1210 5
4640 1548 7
4640 1974 5
4640 2139 5
4640 2486 10
4640 2884 3
4640 3086 9
4640 3292 6
4640 3938 6
4640 4358 9
4640 5088 3
4640 5625 5
4640 6348 3
4640 6380 6
4640 6651 7
4640 6713 2
4640 7399 4
4640 7713 8
4640 7845 7
4640 7968 9
4640 8480 8
4640 8763 4
4640 9842 5
4641 261 5
4641 1156 7
4641 1271 9
4641 1701 7
4641 1707 9
4641 3091 1
4641 4054 1
4641 4560 2
4641 5058 10
4641 5537 9
4641 5869 6
4641 7089 7
4641 7240 6
4641 7436 9
4641 7560 2
4641 7819 1
4641 7914 1
4641 8251 10
4641 8649 2
4641 9129 8
4641 9250 5
4642 1089 1
4642 1179 5
4642 2256 9
4642 2295 2
4642 3027 3
4642 3397 10
4642 4397 1
4642 5285 10
4642 5719 10
4642 6578 4
4642 9037 9
4642 9175 7
4642 9372 10
4642 9534 1
4643 3393 6
4643 3729 9
4643 4758 5
4643 5230 2
4643 5342 1
4643 5549 2
4643 5713 7
4643 6727 8
4643 7799 3
4643 8011 7
4643 8089 8
4643 8208 9
4643 9033 4
4643 9533 1
4643 9827 1
4643 9912 3
4643 9973 2
4644 307 10
4644 1874 7
4644 2467 1
4644 2919 6
4644 3252 10
4644 3535 7
4644 4251 7
4644 4455 2
4644 4715 6
4644 4850 2
4644 4892 4
4644 5012 1
4644 5741 6
4644 6748 8
4644 7550 1
4644 8342 2
4644 9143 7
4644 9267 5
4644 9865 7
4644 9990 5
4645 446 1
4645 651 2
4645 768 5
4645 814 10
4645 922 1
4645 1241 10
4645 1249 6
4645 1691 6
4645 1868 5
4645 2431 8
4645 2620 4
4645 3119 6
4645 3254 1
4645 3557 2
4645 4040 7
4645 5201 4
4645 5334 1
4645 5391 2
4645 7916 10
4645 8451 10
4645 8969 8
4645 9207 2
4645 9266 5
4646 205 1
4646 1297 6
4646 1668 3
4646 2858 7
4646 3284 7
4646 3778 2
4646 4900 5
4646 5658 2
4646 5696 4
4646 6163 9
4646 6362 4
4646 6411 7
4646 7162 3
4646 8422 5
4646 9378 9
4646 9448 8
4646 9921 2
4647 1068 8
4647 1721 3
4647 3458 5
4647 5174 1
4647 6124 9
4647 6222 7
4647 6281 8
4647 6539 5
4647 6803 4
4647 6821 8
4647 7703 6
4647 7910 1
4647 7919 9
4647 8452 4
4647 8549 8
4647 9295 2
4648 42 2
4648 51 3
4648 342 5
4648 1011 10
4648 3341 2
4648 4029 8
4648 5208 5
4648 5840 1
4648 5845 10
4648 6476 6
4648 7455 9
4648 7788 7
4648 8061 6
4648 8142 10
4648 8644 4
4648 9972 1
4649 326 10
4649 1051 3
4649 1096 4
4649 1772 9
4649 2001 9
4649 2382 10
4649 2879 7
4649 2935 3
4649 3625 3
4649 3650 2
4649 3947 4
4649 4270 2
4649 4403 1
4649 4476 1
4649 4887 4
4649 6387 3
4649 6844 3
4649 7278 3
4649 8104 5
4649 9385 7
4649 9398 7
4649 9549 6
4650 252 6
4650 904 3
4650 1939 3
4650 2296 10
4650 2423 1
4650 2590 10
4650 3698 5
4650 3804 3
4650 4539 9
4650 4879 7
4650 5131 6
4650 5440 7
4650 6012 10
4650 6290 9
4650 6746 4
4650 7575 2
4650 9346 1
4650 9628 9
4651 2942 8
4651 3205 4
4651 4503 4
4651 4877 2
4651 5217 9
4651 6838 2
4651 7061 8
4651 7991 2
4651 8512 10
4651 8940 2
4651 8953 7
4652 159 10
4652 276 8
4652 1175 1
4652 1208 9
4652 1308 2
4652 1636 8
4652 3093 3
4652 3334 8
4652 3400 5
4652 3428 3
4652 3619 1
4652 4924 4
4652 5158 9
4652 5295 10
4652 5296 2
4652 5524 2
4652 5527 5
4652 5690 9
4652 5822 6
4652 6195 7
4652 6567 4
4652 7630 2
4652 8049 5
4652 8232 9
4652 8979 8
4652 9021 7
4652 9829 7
4653 1364 9
4653 2059 6
4653 2226 8
4653 2639 6
4653 2819 1
4653 3898 1
4653 3910 7
4653 4322 9
4653 4517 3
4653 4694 3
4653 4856 2
4653 5071 8
4653 5267 9
4653 5513 8
4653 5656 2
4653 5757 4
4653 6292 7
4653 6337 10
4653 6487 2
4653 7053 9
4653 7893 2
4653 8595 8
4654 91 9
4654 136 3
4654 540 10
4654 836 5
4654 1080 5
4654 1237 3
4654 1277 9
4654 1480 3
4654 1905 4
4654 2279 6
4654 2697 10
4654 2702 8
4654 2810 2
4654 2995 2
4654 3003 5
4654 3595 3
4654 3985 4
4654 4358 8
4654 4843 5
4654 5227 6
4654 5233 6
4654 5389 4
4654 5446 10
4654 5463 6
4654 5493 8
4654 5657 4
4654 6392 3
4654 6448 7
4654 8558 9
4654 9394 9
4655 1077 7
4655 1089 8
4655 2806 4
4655 3411 1
4655 3911 5
4655 4978 10
4655 5082 3
4655 5168 6
4655 5457 8
4655 5974 2
4655 7029 8
4655 7331 3
4655 7671 8
4655 7813 7
4655 7997 5
4655 9429 4
4655 9486 2
4655 9928 2
4655 9945 3
4656 664 4
4656 2039 2
4656 3654 8
4656 4637 8
4656 4821 5
4656 4915 9
4656 6021 10
4656 6366 6
4656 6839 4
4656 7464 8
4656 8591 9
4656 8886 6
4656 9072 7
4656 9410 7
4656 9988 3
4657 211 1
4657 839 7
4657 1312 6
4657 1395 8
4657 4726 9
4657 5615 9
4657 6628 9
4657 6635 7
4657 6751 6
4657 7154 7
4657 8298 5
4657 8531 1
4657 8885 2
4657 9466 4
4657 9883 9
4658 867 8
4658 1278 6
4658 1426 3
4658 2056 4
4658 2145 7
4658 2970 9
4658 3970 5
4658 3981 8
4658 4082 7
4658 4482 2
4658 4878 1
4658 5009 9
4658 5879 10
4658 6041 10
4658 6558 10
4658 6644 3
4658 7005 1
4658 7107 2
4658 8916 10
4658 9013 8
4658 9975 5
4659 101 5
4659 2410 8
4659 2466 8
4659 2759 7
4659 2849 8
4659 3034 2
4659 3215 5
4659 4012 7
4659 4446 3
4659 4657 2
4659 5068 7
4659 5274 9
4659 5384 10
4659 5966 8
4659 6460 10
4659 7329 6
4659 8344 10
4659 8386 8
4659 8691 2
4659 8695 6
4660 1068 5
4660 1499 2
4660 1646 4
4660 1746 1
4660 2440 1
4660 2835 4
4660 3145 1
4660 3495 3
4660 5087 2
4660 5151 3
4660 5231 7
4660 5453 8
4660 6091 10
4660 7022 1
4660 7646 4
4660 7795 6
4660 8120 6
4660 8184 6
4660 8464 6
4660 8503 7
4660 8899 2
4660 9031 4
4661 1251 3
4661 2164 4
4661 2672 8
4661 2869 3
4661 3687 1
4661 4144 7
4661 4201 5
4661 5007 10
4661 5957 8
4661 6443 3
4661 6481 8
4661 7142 10
4661 7158 8
4661 7587 6
4661 8305 2
4661 9263 2
4661 9886 1
4662 1562 4
4662 1841 2
4662 2011 8
4662 3669 10
4662 4046 2
4662 4556 10
4662 4741 10
4662 5835 1
4662 6400 8
4662 6725 10
4662 6890 8
4662 6947 8
4662 7317 8
4662 8278 9
4662 8982 8
4662 9227 6
4662 9239 3
4662 9592 8
4662 9684 2
4663 86 3
4663 118 5
4663 363 9
4663 382 8
4663 1536 9
4663 1551 9
4663 3091 4
4663 3685 3
4663 4891 8
4663 5116 3
4663 5153 7
4663 5677 10
4663 6096 2
4663 6538 2
4663 7486 4
4663 8227 7
4663 8249 7
4663 9222 7
4663 9336 2
4663 9574 4
4663 9749 5
4664 39 9
4664 196 5
4664 1117 3
4664 1540 6
4664 1731 1
4664 1995 8
4664 2361 1
4664 2385 9
4664 3110 9
4664 3783 6
4664 4004 5
4664 4297 6
4664 5130 1
4664 5293 3
4664 5384 3
4664 5956 10
4664 6106 1
4664 7050 6
4664 8355 8
4664 9129 2
4664 9485 7
4664 9676 10
4665 530 9
4665 622 4
4665 1300 5
4665 2050 1
4665 2223 1
4665 2361 4
4665 2894 1
4665 3710 5
4665 3810 3
4665 4396 4
4665 5725 9
4665 5790 7
4665 6371 8
4665 8055 5
4665 9161 10
4665 9315 3
4666 78 2
4666 278 5
4666 288 7
4666 1036 6
4666 1166 9
4666 1268 6
4666 1352 6
4666 1624 1
4666 1654 10
4666 2624 4
4666 2864 10
4666 3288 6
4666 3790 3
4666 4538 3
4666 4704 8
4666 4804 10
4666 4839 6
4666 5042 9
4666 6630 5
4666 6924 3
4666 7199 1
4666 8739 3
4666 8784 9
4666 9162 10
4666 9428 3
4666 9433 9
4667 64 4
4667 128 6
4667 179 4
4667 434 1
4667 459 1
4667 624 3
4667 764 1
4667 1299 10
4667 1611 3
4667 3491 10
4667 3823 8
4667 5249 3
4667 5925 5
4667 5982 7
4667 6631 8
4667 8271 4
4667 8873 3
4667 9316 6
4667 9335 10
4667 9649 5
4667 9737 8
4667 9865 1
4668 512 5
4668 519 10
4668 919 6
4668 964 10
4668 987 8
4668 1848 2
4668 2052 10
4668 2447 8
4668 3432 1
4668 3949 6
4668 5137 6
4668 6947 3
4668 7134 3
4668 7682 6
4668 8206 6
4669 527 8
4669 759 7
4669 1245 6
4669 2075 2
4669 2311 6
4669 3045 9
4669 3315 10
4669 4411 4
4669 4565 6
4669 4883 3
4669 5319 4
4669 6483 8
4669 7029 9
4669 7586 8
4669 7759 1
4669 8632 2
4669 9022 4
4669 9606 5
4669 9857 4
4670 369 5
4670 652 9
4670 874 2
4670 1248 6
4670 1984 5
4670 2362 7
4670 2772 4
4670 3223 5
4670 3284 3
4670 3871 1
4670 4127 9
4670 4236 7
4670 4261 1
4670 4406 8
4670 4451 2
4670 5746 8
4670 6784 5
4670 7150 7
4670 7463 10
4670 8074 10
4670 8562 7
4670 8800 8
4670 9235 3
4671 38 1
4671 447 2
4671 1248 9
4671 1343 5
4671 1412 2
4671 1726 7
4671 1935 8
4671 1961 2
4671 2475 1
4671 3753 5
4671 4162 1
4671 5722 2
4671 6609 8
4671 6923 5
4671 7385 9
4671 7808 10
4671 8171 8
4671 9656 9
4672 1288 2
4672 2005 4
4672 2532 4
4672 2575 1
4672 2709 7
4672 4007 3
4672 4571 6
4672 4752 5
4672 5279 6
4672 5377 9
4672 5636 3
4672 5664 4
4672 5919 4
4672 5982 10
4672 6416 10
4672 7024 7
4672 7409 5
4672 7459 4
4672 7980 2
4672 8641 4
4673 495 10
4673 912 3
4673 1856 8
4673 1876 2
4673 1886 4
4673 2886 10
4673 3784 2
4673 4232 1
4673 4686 10
4673 4830 2
4673 5581 9
4673 5905 9
4673 6411 10
4673 6701 6
4673 6888 1
4673 7721 1
4673 7954 5
4673 9226 1
4673 9296 10
4673 9327 7
4673 9561 4
4673 9933 5
4674 132 7
4674 479 2
4674 546 4
4674 616 5
4674 700 5
4674 725 1
4674 2093 9
4674 2932 10
4674 3207 9
4674 5494 1
4674 5543 6
4674 6422 5
4674 6916 1
4674 7600 8
4674 8159 2
4674 9146 9
4675 175 2
4675 412 6
4675 1303 4
4675 1346 8
4675 1785 8
4675 2494 1
4675 2763 8
4675 3154 4
4675 3337 10
4675 4827 10
4675 6207 3
4675 6327 7
4675 7637 7
4675 8109 9
4675 8172 4
4675 8220 6
4675 8404 8
4675 8536 5
4675 9189 6
4675 9401 10
4675 9834 1
4676 79 2
4676 250 5
4676 1258 5
4676 1375 5
4676 1424 5
4676 1573 2
4676 3235 6
4676 3611 2
4676 4190 2
4676 4342 10
4676 5488 7
4676 6258 5
4676 7034 8
4676 9854 4
4677 132 4
4677 1094 1
4677 1655 9
4677 2548 6
4677 3031 1
4677 3738 4
4677 5599 2
4677 6053 1
4677 6701 8
4677 6789 7
4677 6942 2
4677 7391 1
4677 7904 8
4677 9078 8
4678 403 2
4678 753 7
4678 1681 3
4678 2959 5
4678 3513 9
4678 3772 10
4678 4796 6
4678 5029 3
4678 5124 1
4678 6810 9
4678 8417 3
4678 8556 5
4679 953 3
4679 1990 7
4679 2286 8
4679 2426 7
4679 2769 1
4679 3969 4
4679 4178 1
4679 4203 5
4679 4593 1
4679 4785 1
4679 4800 6
4679 6391 5
4679 6485 5
4679 6845 4
4679 8180 2
4679 8805 1
4679 8966 2
4679 9944 1
4680 1210 3
4680 2583 9
4680 2796 2
4680 3764 3
4680 4007 3
4680 4199 10
4680 4288 5
4680 4532 10
4680 5015 2
4680 5193 6
4680 6305 5
4680 7046 4
4680 7163 6
4680 7511 9
4680 7735 6
4680 8282 7
4680 8834 8
4680 8848 4
4681 498 10
4681 574 7
4681 575 9
4681 764 8
4681 769 7
4681 1190 6
4681 1352 2
4681 1418 3
4681 1581 3
4681 2130 10
4681 2175 6
4681 3240 1
4681 3932 1
4681 4272 8
4681 4562 8
4681 4600 4
4681 4648 8
4681 4967 1
4681 5406 10
4681 5520 4
4681 5709 3
4681 5763 7
4681 6618 7
4681 8223 6
4681 8236 2
4681 8599 4
4682 9 9
4682 1848 2
4682 1885 7
4682 2106 2
4682 3037 9
4682 3307 1
4682 3478 6
4682 3710 5
4682 4017 2
4682 4208 9
4682 4542 6
4682 4605 6
4682 5215 9
4682 5548 5
4682 6158 1
4682 6462 4
4682 6971 4
4682 7040 10
4682 7422 10
4682 7462 10
4682 7669 1
4682 7917 9
4682 9197 8
4682 9364 5
4683 222 4
4683 478 7
4683 555 6
4683 651 9
4683 1297 3
4683 2180 10
4683 2193 7
4683 2503 8
4683 2643 9
4683 2834 6
4683 3605 8
4683 3819 10
4683 3945 9
4683 4272 10
4683 4540 1
4683 4997 2
4683 5736 5
4683 5809 10
4683 5865 3
4683 6682 4
4683 6792 10
4683 6845 8
4683 6923 6
4683 7872 7
4683 8722 10
4683 8870 2
4683 8910 1
4683 9137 6
4683 9176 7
4683 9210 4
4684 907 6
4684 1114 2
4684 1614 2
4684 1788 1
4684 2536 9
4684 3108 7
4684 3358 6
4684 4472 9
4684 4595 10
4684 5696 10
4684 6385 3
4684 7288 1
4684 7369 2
4684 8963 9
4684 9031 9
4685 833 3
4685 1545 5
4685 1653 8
4685 1766 9
4685 3225 3
4685 3850 6
4685 4564 5
4685 5072 7
4685 5244 7
4685 5530 10
4685 6708 7
4685 7781 4
4685 8193 9
4685 8612 7
4685 8741 9
4686 319 5
4686 350 9
4686 638 3
4686 1338 2
4686 1543 3
4686 2160 9
4686 3171 3
4686 3290 5
4686 3601 8
4686 4417 4
4686 4714 8
4686 4815 7
4686 5171 10
4686 5230 4
4686 5270 4
4686 5760 9
4686 6468 2
4686 6580 9
4686 7007 6
4686 7087 6
4686 8286 5
4686 8835 5
4686 9458 6
4686 9666 8
4686 9805 4
4687 2921 10
4687 3359 3
4687 3454 9
4687 4083 5
4687 5311 3
4687 5703 7
4687 5793 8
4687 6093 6
4687 6838 10
4687 7024 9
4687 7477 9
4687 7932 5
4687 8323 10
4687 8750 10
4687 8880 6
4687 9828 1
4688 512 1
4688 1212 8
4688 1402 9
4688 1732 3
4688 2016 9
4688 2179 3
4688 2823 9
4688 3212 10
4688 4619 6
4688 4793 9
4688 5739 10
4688 5860 1
4688 6715 3
4688 6813 1
4688 7691 3
4688 7808 4
4688 7838 8
4688 8290 4
4688 9249 9
4689 127 4
4689 132 1
4689 180 3
4689 371 10
4689 426 4
4689 1261 8
4689 2299 7
4689 3788 10
4689 4206 6
4689 4289 8
4689 4346 10
4689 4399 8
4689 4583 4
4689 4715 1
4689 5007 6
4689 5517 10
4689 6739 7
4689 6757 2
4689 7066 1
4689 7256 8
4689 8085 1
4689 8856 4
4689 9736 5
4689 9852 2
4690 17 8
4690 576 8
4690 1818 6
4690 2380 3
4690 2953 5
4690 2972 7
4690 4235 7
4690 4688 6
4690 5072 3
4690 5076 3
4690 5427 4
4690 5649 10
4690 5823 4
4690 5836 4
4690 5851 7
4690 6216 9
4690 6954 7
4690 7971 9
4690 8388 8
4690 8705 8
4690 8861 1
4690 9566 4
4690 9829 5
4691 333 8
4691 1380 8
4691 2176 7
4691 3299 10
4691 3714 1
4691 3719 10
4691 4009 10
4691 4113 3
4691 4123 10
4691 4729 8
4691 5192 10
4691 5344 3
4691 5605 10
4691 6140 7
4691 6320 10
4691 9275 6
4691 9486 1
4691 9622 5
4692 78 8
4692 1164 3
4692 1290 3
4692 1655 6
4692 5691 6
4692 5850 5
4692 6015 9
4692 6428 2
4692 6563 10
4692 6797 9
4692 7215 1
4692 7432 9
4692 9557 8
4692 9917 3
4693 2163 4
4693 2163 10
4693 2475 9
4693 2627 1
4693 2665 1
4693 3128 8
4693 3534 10
4693 3939 4
4693 5085 9
4693 5939 7
4693 6074 6
4693 6184 10
4693 6288 10
4693 6314 3
4693 6432 5
4693 6521 1
4693 6862 9
4693 7300 5
4693 7316 4
4693 9749 10
4694 1241 1
4694 1242 10
4694 1246 4
4694 1701 2
4694 1786 8
4694 2209 4
4694 2574 5
4694 3013 7
4694 3751 6
4694 3826 6
4694 4921 4
4694 4945 1
4694 5129 8
4694 5158 1
4694 5301 3
4694 6365 2
4694 7042 7
4694 7045 8
4694 7237 4
4694 7275 8
4694 7431 7
4694 9153 5
4694 9727 4
4694 9885 4
4695 261 5
4695 397 8
4695 531 9
4695 971 9
4695 2786 9
4695 2808 1
4695 3215 5
4695 3960 5
4695 4050 8
4695 5899 7
